# Time (s), Freestream Velocity Z (m/s), Az (m/s²)
8.573889,-159.923514,-17.146705
8.575186,-159.901286,-17.144507
8.580000,-159.818767,-17.136351
8.584814,-159.736287,-17.128204
8.589629,-159.653846,-17.120066
8.590000,-159.647488,-17.119439
8.590371,-159.641130,-17.118812
8.590743,-159.634772,-17.118184
8.591114,-159.628415,-17.117557
8.591486,-159.622057,-17.116930
8.595200,-159.558498,-17.110661
8.598913,-159.494961,-17.104398
8.600000,-159.476378,-17.102566
8.601087,-159.457796,-17.100735
8.602173,-159.439217,-17.098905
8.603260,-159.420640,-17.097075
8.610000,-159.305436,-17.085733
8.616740,-159.190309,-17.074409
8.620000,-159.134663,-17.068939
8.623260,-159.079035,-17.063473
8.626519,-159.023424,-17.058012
8.629779,-158.967831,-17.052554
8.630000,-158.964057,-17.052184
8.630221,-158.960284,-17.051813
8.630443,-158.956510,-17.051443
8.630664,-158.952737,-17.051073
8.630885,-158.948963,-17.050703
8.633098,-158.911234,-17.047001
8.635311,-158.873512,-17.043301
8.637524,-158.835799,-17.039603
8.639737,-158.798094,-17.035906
8.640000,-158.793619,-17.035468
8.640263,-158.789144,-17.035029
8.640525,-158.784669,-17.034591
8.640788,-158.780195,-17.034152
8.641051,-158.775720,-17.033714
8.643678,-158.730980,-17.029330
8.646305,-158.686251,-17.024949
8.648931,-158.641534,-17.020571
8.650000,-158.623348,-17.018790
8.651069,-158.605163,-17.017011
8.652137,-158.586981,-17.015231
8.653206,-158.568800,-17.013453
8.660000,-158.453243,-17.002152
8.666794,-158.337763,-16.990872
8.670000,-158.283305,-16.985556
8.673206,-158.228863,-16.980244
8.676411,-158.174439,-16.974936
8.679617,-158.120032,-16.969631
8.680000,-158.113532,-16.968998
8.680383,-158.107032,-16.968364
8.680766,-158.100533,-16.967731
8.681149,-158.094034,-16.967098
8.684979,-158.029057,-16.960767
8.688810,-157.964105,-16.954443
8.690000,-157.943925,-16.952478
8.691190,-157.923747,-16.950514
8.692381,-157.903571,-16.948551
8.693571,-157.883398,-16.946588
8.700000,-157.774482,-16.935997
8.706429,-157.665635,-16.925421
8.710000,-157.605205,-16.919554
8.713571,-157.544796,-16.913691
8.717142,-157.484407,-16.907833
8.720000,-157.436091,-16.903148
8.722858,-157.387788,-16.898467
8.725716,-157.339499,-16.893788
8.728574,-157.291222,-16.889113
8.730000,-157.267141,-16.886781
8.731426,-157.243064,-16.884450
8.732852,-157.218990,-16.882120
8.734278,-157.194919,-16.879791
8.735704,-157.170851,-16.877463
8.740000,-157.098355,-16.870452
8.744296,-157.025890,-16.863447
8.748593,-156.953454,-16.856450
8.750000,-156.929732,-16.854160
8.751407,-156.906014,-16.851870
8.752815,-156.882298,-16.849581
8.754222,-156.858586,-16.847292
8.755630,-156.834877,-16.845005
8.760000,-156.761272,-16.837905
8.764370,-156.687698,-16.830813
8.768741,-156.614156,-16.823728
8.770000,-156.592974,-16.821689
8.771259,-156.571795,-16.819649
8.772518,-156.550618,-16.817611
8.773777,-156.529444,-16.815573
8.775036,-156.508272,-16.813535
8.780000,-156.424838,-16.805509
8.784964,-156.341444,-16.797492
8.789927,-156.258089,-16.789484
8.790000,-156.256864,-16.789367
8.790073,-156.255639,-16.789249
8.790146,-156.254414,-16.789131
8.790219,-156.253189,-16.789014
8.790292,-156.251963,-16.788896
8.791022,-156.239713,-16.787720
8.791751,-156.227464,-16.786544
8.792481,-156.215215,-16.785368
8.793211,-156.202968,-16.784192
8.800000,-156.089051,-16.773261
8.806789,-155.975208,-16.762348
8.810000,-155.921398,-16.757193
8.813211,-155.867606,-16.752042
8.816421,-155.813829,-16.746894
8.819632,-155.760069,-16.741751
8.820000,-155.753907,-16.741161
8.820368,-155.747744,-16.740572
8.820736,-155.741582,-16.739982
8.821104,-155.735420,-16.739393
8.824785,-155.673813,-16.733502
8.828466,-155.612228,-16.727617
8.830000,-155.586575,-16.725166
8.831534,-155.560926,-16.722716
8.833067,-155.535281,-16.720267
8.834601,-155.509639,-16.717819
8.840000,-155.419403,-16.709208
8.845399,-155.329214,-16.700607
8.850000,-155.252391,-16.693285
8.854601,-155.175602,-16.685972
8.859202,-155.098846,-16.678666
8.860000,-155.085537,-16.677400
8.860798,-155.072229,-16.676134
8.861596,-155.058922,-16.674869
8.862394,-155.045617,-16.673603
8.870000,-154.918843,-16.661553
8.877606,-154.792160,-16.649525
8.880000,-154.752306,-16.645743
8.882394,-154.712461,-16.641963
8.884788,-154.672625,-16.638185
8.887182,-154.632798,-16.634410
8.890000,-154.585928,-16.629968
8.892818,-154.539070,-16.625529
8.895636,-154.492225,-16.621093
8.898454,-154.445392,-16.616659
8.900000,-154.419707,-16.614229
8.901546,-154.394025,-16.611799
8.903092,-154.368347,-16.609370
8.904638,-154.342673,-16.606941
8.910000,-154.253643,-16.598525
8.915362,-154.164658,-16.590118
8.920000,-154.087736,-16.582856
8.924638,-154.010848,-16.575602
8.929275,-153.933993,-16.568355
8.930000,-153.921986,-16.567223
8.930725,-153.909979,-16.566091
8.931450,-153.897973,-16.564960
8.932174,-153.885968,-16.563828
8.939422,-153.765962,-16.552525
8.940000,-153.756392,-16.551624
8.940578,-153.746822,-16.550724
8.941156,-153.737252,-16.549823
8.941735,-153.727683,-16.548922
8.947517,-153.632024,-16.539923
8.950000,-153.590953,-16.536061
8.952483,-153.549892,-16.532201
8.954967,-153.508841,-16.528344
8.957450,-153.467799,-16.524488
8.960000,-153.425670,-16.520532
8.962550,-153.383551,-16.516578
8.965100,-153.341442,-16.512626
8.967649,-153.299344,-16.508677
8.970000,-153.260542,-16.505038
8.972351,-153.221750,-16.501401
8.974701,-153.182966,-16.497766
8.977052,-153.144190,-16.494132
8.979402,-153.105423,-16.490501
8.980000,-153.095569,-16.489578
8.980598,-153.085716,-16.488655
8.981195,-153.075863,-16.487733
8.981793,-153.066011,-16.486810
8.982390,-153.056160,-16.485888
8.988366,-152.957674,-16.476671
8.990000,-152.930751,-16.474152
8.991634,-152.903832,-16.471635
8.993268,-152.876917,-16.469118
8.994902,-152.850006,-16.466602
8.996537,-152.823099,-16.464088
9.000000,-152.766086,-16.458761
9.003463,-152.709092,-16.453438
9.006927,-152.652116,-16.448119
9.010000,-152.601575,-16.443403
9.013073,-152.551049,-16.438690
9.016146,-152.500537,-16.433980
9.019220,-152.450040,-16.429274
9.020000,-152.437218,-16.428079
9.020780,-152.424397,-16.426884
9.021561,-152.411577,-16.425690
9.022341,-152.398759,-16.424496
9.023122,-152.385941,-16.423302
9.030000,-152.273014,-16.412789
9.036878,-152.160159,-16.402291
9.040000,-152.108962,-16.397532
9.043122,-152.057780,-16.392775
9.046244,-152.006613,-16.388023
9.049365,-151.955461,-16.383273
9.050000,-151.945063,-16.382308
9.050635,-151.934666,-16.381343
9.051269,-151.924270,-16.380378
9.051904,-151.913874,-16.379413
9.052539,-151.903479,-16.378448
9.058885,-151.799561,-16.368809
9.060000,-151.781316,-16.367117
9.061115,-151.763072,-16.365426
9.062229,-151.744831,-16.363735
9.063344,-151.726591,-16.362045
9.064459,-151.708353,-16.360355
9.070000,-151.617721,-16.351962
9.075541,-151.527135,-16.343579
9.080000,-151.454277,-16.336840
9.084459,-151.381449,-16.330108
9.088918,-151.308651,-16.323383
9.090000,-151.290984,-16.321751
9.091082,-151.273318,-16.320120
9.092165,-151.255655,-16.318489
9.093247,-151.237993,-16.316859
9.100000,-151.127841,-16.306694
9.106753,-151.017758,-16.296545
9.110000,-150.964850,-16.291670
9.113247,-150.911957,-16.286798
9.116494,-150.859080,-16.281930
9.119741,-150.806218,-16.277065
9.120000,-150.802008,-16.276678
9.120259,-150.797797,-16.276290
9.120517,-150.793587,-16.275903
9.120776,-150.789377,-16.275516
9.123363,-150.747281,-16.271643
9.125950,-150.705194,-16.267773
9.128536,-150.663118,-16.263905
9.130000,-150.639316,-16.261718
9.131464,-150.615517,-16.259531
9.132927,-150.591722,-16.257345
9.134391,-150.567930,-16.255159
9.140000,-150.476773,-16.246789
9.145609,-150.385664,-16.238429
9.150000,-150.314380,-16.231893
9.154391,-150.243125,-16.225362
9.158781,-150.171899,-16.218838
9.160000,-150.152135,-16.217028
9.161219,-150.132375,-16.215219
9.162437,-150.112616,-16.213410
9.163656,-150.092860,-16.211601
9.170000,-149.990039,-16.202194
9.176344,-149.887279,-16.192800
9.180000,-149.828091,-16.187392
9.183656,-149.768924,-16.181989
9.187312,-149.709776,-16.176590
9.190000,-149.666291,-16.172622
9.192688,-149.622817,-16.168656
9.195377,-149.579354,-16.164692
9.198065,-149.535902,-16.160731
9.200000,-149.504639,-16.157882
9.201935,-149.473382,-16.155034
9.203869,-149.442130,-16.152187
9.205804,-149.410884,-16.149341
9.210000,-149.343134,-16.143173
9.214196,-149.275409,-16.137011
9.218392,-149.207710,-16.130854
9.220000,-149.181775,-16.128496
9.221608,-149.155844,-16.126139
9.223216,-149.129916,-16.123782
9.224824,-149.103993,-16.121427
9.230000,-149.020564,-16.113849
9.235176,-148.937174,-16.106280
9.240000,-148.859498,-16.099233
9.244824,-148.781857,-16.092194
9.249647,-148.704249,-16.085161
9.250000,-148.698579,-16.084648
9.250353,-148.692909,-16.084134
9.250705,-148.687239,-16.083621
9.251058,-148.681569,-16.083107
9.254583,-148.624883,-16.077974
9.258108,-148.568214,-16.072845
9.260000,-148.537805,-16.070093
9.261892,-148.507401,-16.067343
9.263784,-148.477003,-16.064593
9.265676,-148.446609,-16.061845
9.270000,-148.377177,-16.055570
9.274324,-148.307772,-16.049301
9.278647,-148.238394,-16.043038
9.280000,-148.216694,-16.041079
9.281353,-148.194996,-16.039121
9.282705,-148.173301,-16.037164
9.284058,-148.151608,-16.035207
9.290000,-148.056355,-16.026619
9.295942,-147.961153,-16.018042
9.300000,-147.896161,-16.012190
9.304058,-147.831193,-16.006343
9.308116,-147.766248,-16.000500
9.310000,-147.736111,-15.997790
9.311884,-147.705980,-15.995081
9.313767,-147.675853,-15.992374
9.315651,-147.645732,-15.989667
9.320000,-147.576205,-15.983421
9.324349,-147.506706,-15.977182
9.328698,-147.437234,-15.970948
9.330000,-147.416443,-15.969083
9.331302,-147.395654,-15.967218
9.332604,-147.374867,-15.965354
9.333906,-147.354083,-15.963490
9.340000,-147.256824,-15.954774
9.346094,-147.159617,-15.946069
9.350000,-147.097347,-15.940496
9.353906,-147.035099,-15.934927
9.357811,-146.972872,-15.929363
9.360000,-146.938014,-15.926248
9.362189,-146.903162,-15.923133
9.364377,-146.868317,-15.920020
9.366566,-146.833479,-15.916909
9.370000,-146.778822,-15.912029
9.373434,-146.724183,-15.907153
9.376869,-146.669560,-15.902281
9.380000,-146.619773,-15.897842
9.383131,-146.570000,-15.893405
9.386262,-146.520241,-15.888972
9.389394,-146.470495,-15.884541
9.390000,-146.460865,-15.883684
9.390606,-146.451236,-15.882826
9.391213,-146.441607,-15.881969
9.391819,-146.431978,-15.881112
9.397882,-146.335721,-15.872546
9.400000,-146.302099,-15.869556
9.402118,-146.268484,-15.866567
9.404237,-146.234874,-15.863579
9.406355,-146.201271,-15.860593
9.410000,-146.143474,-15.855458
9.413645,-146.085695,-15.850328
9.417289,-146.027936,-15.845201
9.420000,-145.984990,-15.841391
9.422711,-145.942054,-15.837583
9.425421,-145.899129,-15.833777
9.428132,-145.856215,-15.829973
9.430000,-145.826646,-15.827353
9.431868,-145.797083,-15.824734
9.433736,-145.767524,-15.822116
9.435604,-145.737970,-15.819499
9.437472,-145.708422,-15.816884
9.440000,-145.668443,-15.813345
9.442528,-145.628473,-15.809809
9.445056,-145.588512,-15.806275
9.447584,-145.548560,-15.802742
9.450000,-145.510379,-15.799368
9.452416,-145.472207,-15.795995
9.454833,-145.434043,-15.792624
9.457249,-145.395887,-15.789254
9.459665,-145.357739,-15.785887
9.460000,-145.352455,-15.785420
9.460335,-145.347172,-15.784954
9.460669,-145.341889,-15.784488
9.461004,-145.336606,-15.784021
9.461339,-145.331323,-15.783555
9.464686,-145.278502,-15.778895
9.468033,-145.225697,-15.774238
9.470000,-145.194671,-15.771503
9.471967,-145.163649,-15.768768
9.473934,-145.132633,-15.766035
9.475901,-145.101623,-15.763304
9.480000,-145.037025,-15.757615
9.484099,-144.972451,-15.751933
9.488197,-144.907900,-15.746256
9.490000,-144.879518,-15.743761
9.491803,-144.851141,-15.741266
9.493605,-144.822768,-15.738773
9.495408,-144.794400,-15.736281
9.500000,-144.722150,-15.729936
9.504592,-144.649928,-15.723597
9.509185,-144.577736,-15.717265
9.510000,-144.564919,-15.716141
9.510815,-144.552104,-15.715017
9.511631,-144.539289,-15.713894
9.512446,-144.526475,-15.712771
9.520000,-144.407827,-15.702376
9.527554,-144.289257,-15.691998
9.530000,-144.250872,-15.688641
9.532446,-144.212494,-15.685285
9.534893,-144.174125,-15.681931
9.537339,-144.135764,-15.678579
9.540000,-144.094054,-15.674936
9.542661,-144.052353,-15.671294
9.545321,-144.010662,-15.667655
9.547982,-143.968981,-15.664018
9.550000,-143.937373,-15.661260
9.552018,-143.905770,-15.658504
9.554036,-143.874173,-15.655749
9.556054,-143.842582,-15.652995
9.560000,-143.780829,-15.647615
9.563946,-143.719097,-15.642238
9.567892,-143.657386,-15.636867
9.570000,-143.624421,-15.633999
9.572108,-143.591462,-15.631132
9.574217,-143.558509,-15.628266
9.576325,-143.525562,-15.625402
9.580000,-143.468149,-15.620412
9.583675,-143.410754,-15.615427
9.587350,-143.353377,-15.610446
9.590000,-143.312012,-15.606856
9.592650,-143.270657,-15.603268
9.595300,-143.229311,-15.599682
9.597950,-143.187974,-15.596099
9.600000,-143.156011,-15.593329
9.602050,-143.124054,-15.590560
9.604099,-143.092103,-15.587792
9.606149,-143.060157,-15.585026
9.610000,-143.000146,-15.579831
9.613851,-142.940154,-15.574641
9.617702,-142.880183,-15.569455
9.620000,-142.844415,-15.566364
9.622298,-142.808654,-15.563274
9.624595,-142.772900,-15.560185
9.626893,-142.737153,-15.557098
9.630000,-142.688818,-15.552925
9.633107,-142.640496,-15.548756
9.636215,-142.592187,-15.544589
9.639322,-142.543890,-15.540425
9.640000,-142.533356,-15.539516
9.640678,-142.522822,-15.538609
9.641356,-142.512289,-15.537701
9.642034,-142.501756,-15.536793
9.648813,-142.396464,-15.527724
9.650000,-142.378028,-15.526137
9.651187,-142.359593,-15.524550
9.652375,-142.341161,-15.522964
9.653562,-142.322731,-15.521378
9.660000,-142.222833,-15.512787
9.666438,-142.122991,-15.504208
9.670000,-142.067772,-15.499466
9.673562,-142.012570,-15.494728
9.677124,-141.957384,-15.489994
9.680000,-141.912844,-15.486174
9.682876,-141.868314,-15.482357
9.685752,-141.823795,-15.478543
9.688627,-141.779287,-15.474731
9.690000,-141.758048,-15.472912
9.691373,-141.736812,-15.471094
9.692745,-141.715578,-15.469276
9.694118,-141.694346,-15.467459
9.700000,-141.603385,-15.459680
9.705882,-141.512470,-15.451912
9.710000,-141.448855,-15.446479
9.714118,-141.385261,-15.441052
9.718235,-141.321691,-15.435629
9.720000,-141.294456,-15.433307
9.721765,-141.267225,-15.430986
9.723529,-141.239998,-15.428665
9.725294,-141.212776,-15.426346
9.730000,-141.140188,-15.420163
9.734706,-141.067630,-15.413988
9.739413,-140.995101,-15.407818
9.740000,-140.986052,-15.407049
9.740587,-140.977004,-15.406280
9.741175,-140.967956,-15.405510
9.741762,-140.958909,-15.404741
9.747635,-140.868459,-15.397055
9.750000,-140.832047,-15.393963
9.752365,-140.795643,-15.390872
9.754730,-140.759246,-15.387783
9.757095,-140.722856,-15.384696
9.760000,-140.678173,-15.380906
9.762905,-140.633501,-15.377119
9.765809,-140.588840,-15.373334
9.768714,-140.544190,-15.369551
9.770000,-140.524429,-15.367877
9.771286,-140.504670,-15.366204
9.772572,-140.484914,-15.364532
9.773857,-140.465159,-15.362859
9.780000,-140.370815,-15.354877
9.786143,-140.276520,-15.346906
9.790000,-140.217331,-15.341906
9.793857,-140.158162,-15.336910
9.797715,-140.099011,-15.331918
9.800000,-140.063977,-15.328963
9.802285,-140.028950,-15.326009
9.804571,-139.993929,-15.323057
9.806856,-139.958915,-15.320106
9.810000,-139.910752,-15.316048
9.813144,-139.862602,-15.311993
9.816288,-139.814465,-15.307941
9.819433,-139.766341,-15.303892
9.820000,-139.757656,-15.303162
9.820567,-139.748972,-15.302431
9.821135,-139.740288,-15.301701
9.821702,-139.731605,-15.300971
9.822270,-139.722922,-15.300240
9.827945,-139.636117,-15.292944
9.830000,-139.604689,-15.290303
9.832055,-139.573266,-15.287664
9.834111,-139.541848,-15.285026
9.836166,-139.510436,-15.282389
9.840000,-139.451850,-15.277473
9.843834,-139.393283,-15.272561
9.847668,-139.334734,-15.267653
9.850000,-139.299139,-15.264671
9.852332,-139.263551,-15.261690
9.854663,-139.227970,-15.258710
9.856995,-139.192395,-15.255732
9.859327,-139.156828,-15.252756
9.860000,-139.146556,-15.251896
9.860673,-139.136286,-15.251037
9.861347,-139.126015,-15.250178
9.862020,-139.115746,-15.249319
9.862694,-139.105476,-15.248460
9.869428,-139.002817,-15.239878
9.870000,-138.994101,-15.239150
9.870572,-138.985386,-15.238422
9.871144,-138.976671,-15.237694
9.871716,-138.967957,-15.236966
9.872288,-138.959243,-15.236238
9.878007,-138.872126,-15.228964
9.880000,-138.841773,-15.226431
9.881993,-138.811425,-15.223899
9.883987,-138.781082,-15.221369
9.885980,-138.750745,-15.218839
9.890000,-138.689572,-15.213740
9.894020,-138.628421,-15.208646
9.898040,-138.567290,-15.203556
9.900000,-138.537498,-15.201077
9.901960,-138.507712,-15.198599
9.903919,-138.477931,-15.196121
9.905879,-138.448154,-15.193645
9.910000,-138.385551,-15.188441
9.914121,-138.322969,-15.183242
9.918242,-138.260408,-15.178049
9.920000,-138.233729,-15.175835
9.921758,-138.207054,-15.173622
9.923516,-138.180383,-15.171410
9.925274,-138.153716,-15.169198
9.930000,-138.082034,-15.163257
9.934726,-138.010380,-15.157321
9.939453,-137.938755,-15.151392
9.940000,-137.930464,-15.150706
9.940547,-137.922174,-15.150020
9.941094,-137.913885,-15.149334
9.941642,-137.905596,-15.148648
9.947113,-137.822725,-15.141795
9.950000,-137.779020,-15.138182
9.952887,-137.735325,-15.134572
9.955773,-137.691641,-15.130964
9.958660,-137.647967,-15.127358
9.960000,-137.627701,-15.125686
9.961340,-137.607436,-15.124013
9.962680,-137.587174,-15.122342
9.964019,-137.566914,-15.120670
9.965359,-137.546656,-15.119000
9.970000,-137.476506,-15.113216
9.974641,-137.406383,-15.107439
9.979282,-137.336286,-15.101667
9.980000,-137.325436,-15.100774
9.980718,-137.314587,-15.099881
9.981437,-137.303738,-15.098988
9.982155,-137.292889,-15.098095
9.982874,-137.282042,-15.097203
9.990000,-137.174490,-15.088358
9.997126,-137.067002,-15.079527
10.000000,-137.023669,-15.075969
10.002874,-136.980346,-15.072413
10.005748,-136.937033,-15.068860
10.008622,-136.893730,-15.065309
10.010000,-136.872971,-15.063607
10.011378,-136.852214,-15.061905
10.012756,-136.831459,-15.060204
10.014134,-136.810707,-15.058504
10.015512,-136.789957,-15.056804
10.020000,-136.722397,-15.051271
10.024488,-136.654861,-15.045744
10.028976,-136.587350,-15.040222
10.030000,-136.571945,-15.038962
10.031024,-136.556542,-15.037703
10.032049,-136.541140,-15.036444
10.033073,-136.525740,-15.035185
10.034097,-136.510340,-15.033927
10.040000,-136.421617,-15.026680
10.045903,-136.332937,-15.019442
10.050000,-136.271412,-15.014423
10.054097,-136.209907,-15.009410
10.058194,-136.148423,-15.004400
10.060000,-136.121329,-15.002194
10.061806,-136.094239,-14.999988
10.063612,-136.067153,-14.997783
10.065418,-136.040071,-14.995579
10.067223,-136.012993,-14.993376
10.070000,-135.971368,-14.989990
10.072777,-135.929752,-14.986606
10.075553,-135.888145,-14.983224
10.078330,-135.846548,-14.979845
