# Time (s), Freestream Velocity Z (m/s), Az (m/s²)
12.217484,-106.212844,-12.879185
12.220000,-106.180443,-12.877212
12.222516,-106.148046,-12.875240
12.225032,-106.115654,-12.873269
12.227548,-106.083267,-12.871300
12.230000,-106.051710,-12.869381
12.232452,-106.020157,-12.867463
12.234904,-105.988609,-12.865546
12.237356,-105.957065,-12.863630
12.239808,-105.925527,-12.861716
12.240000,-105.923055,-12.861566
12.240192,-105.920583,-12.861415
12.240384,-105.918112,-12.861265
12.240577,-105.915640,-12.861115
12.240769,-105.913169,-12.860965
12.242690,-105.888455,-12.859466
12.244612,-105.863744,-12.857966
12.246534,-105.839036,-12.856468
12.248456,-105.814331,-12.854969
12.250000,-105.794478,-12.853766
12.251544,-105.774627,-12.852563
12.253089,-105.754778,-12.851360
12.254633,-105.734931,-12.850157
12.256178,-105.715086,-12.848955
12.260000,-105.665980,-12.845982
12.263822,-105.616885,-12.843011
12.267644,-105.567802,-12.840042
12.270000,-105.537559,-12.838213
12.272356,-105.507320,-12.836386
12.274711,-105.477086,-12.834559
12.277067,-105.446856,-12.832733
12.279422,-105.416630,-12.830908
12.280000,-105.409215,-12.830460
12.280578,-105.401801,-12.830013
12.281156,-105.394387,-12.829565
12.281734,-105.386973,-12.829118
12.282312,-105.379560,-12.828670
12.288090,-105.305438,-12.824199
12.290000,-105.280949,-12.822723
12.291910,-105.256463,-12.821247
12.293819,-105.231980,-12.819772
12.295729,-105.207499,-12.818297
12.297639,-105.183022,-12.816823
12.300000,-105.152761,-12.815001
12.302361,-105.122504,-12.813180
12.304722,-105.092252,-12.811360
12.307084,-105.062004,-12.809540
12.309445,-105.031760,-12.807722
12.310000,-105.024649,-12.807295
12.310555,-105.017539,-12.806867
12.311110,-105.010429,-12.806440
12.311666,-105.003319,-12.806013
12.312221,-104.996209,-12.805586
12.317773,-104.925126,-12.801317
12.320000,-104.896615,-12.799606
12.322227,-104.868108,-12.797895
12.324455,-104.839604,-12.796186
12.326682,-104.811104,-12.794477
12.330000,-104.768657,-12.791932
12.333318,-104.726218,-12.789390
12.336636,-104.683788,-12.786849
12.339954,-104.641366,-12.784310
12.340000,-104.640776,-12.784274
12.340046,-104.640186,-12.784239
12.340092,-104.639597,-12.784204
12.340138,-104.639007,-12.784168
12.340184,-104.638418,-12.784133
12.340646,-104.632521,-12.783780
12.341107,-104.626625,-12.783428
12.341568,-104.620729,-12.783075
12.342029,-104.614834,-12.782722
12.346642,-104.555885,-12.779197
12.350000,-104.512972,-12.776631
12.353358,-104.470067,-12.774068
12.356717,-104.427171,-12.771507
12.360000,-104.385243,-12.769004
12.363283,-104.343324,-12.766503
12.366566,-104.301413,-12.764004
12.369850,-104.259511,-12.761506
12.370000,-104.257591,-12.761392
12.370150,-104.255672,-12.761277
12.370301,-104.253753,-12.761163
12.370451,-104.251834,-12.761049
12.370602,-104.249915,-12.760934
12.372105,-104.230725,-12.759791
12.373609,-104.211538,-12.758648
12.375113,-104.192351,-12.757505
12.376617,-104.173167,-12.756363
12.380000,-104.130016,-12.753795
12.383383,-104.086873,-12.751228
12.386766,-104.043739,-12.748663
12.390000,-104.002516,-12.746213
12.393234,-103.961300,-12.743764
12.396468,-103.920093,-12.741317
12.399702,-103.878893,-12.738871
12.400000,-103.875091,-12.738646
12.400298,-103.871290,-12.738420
12.400597,-103.867488,-12.738195
12.400895,-103.863687,-12.737969
12.401194,-103.859885,-12.737743
12.404178,-103.821875,-12.735489
12.407162,-103.783871,-12.733235
12.410000,-103.747743,-12.731094
12.412838,-103.711620,-12.728954
12.415675,-103.675503,-12.726815
12.418513,-103.639392,-12.724677
12.420000,-103.620469,-12.723557
12.421487,-103.601548,-12.722438
12.422974,-103.582629,-12.721319
12.424462,-103.563711,-12.720200
12.425949,-103.544794,-12.719081
12.430000,-103.493271,-12.716036
12.434051,-103.441761,-12.712993
12.438103,-103.390262,-12.709952
12.440000,-103.366149,-12.708529
12.441897,-103.342038,-12.707106
12.443795,-103.317929,-12.705684
12.445692,-103.293823,-12.704263
12.447589,-103.269721,-12.702842
12.450000,-103.239101,-12.701037
12.452411,-103.208485,-12.699233
12.454821,-103.177874,-12.697430
12.457232,-103.147267,-12.695628
12.459643,-103.116665,-12.693827
12.460000,-103.112128,-12.693560
12.460357,-103.107591,-12.693293
12.460715,-103.103054,-12.693026
12.461072,-103.098517,-12.692759
12.461430,-103.093980,-12.692493
12.465004,-103.048617,-12.689824
12.468579,-103.003263,-12.687158
12.470000,-102.985229,-12.686098
12.471421,-102.967197,-12.685039
12.472843,-102.949167,-12.683980
12.474264,-102.931138,-12.682921
12.480000,-102.858406,-12.678651
12.485736,-102.785698,-12.674387
12.490000,-102.731656,-12.671219
12.494264,-102.677628,-12.668054
12.498529,-102.623614,-12.664892
12.500000,-102.604981,-12.663801
12.501471,-102.586351,-12.662711
12.502942,-102.567721,-12.661622
12.504414,-102.549094,-12.660532
12.510000,-102.478380,-12.656399
12.515586,-102.407690,-12.652270
12.520000,-102.351853,-12.649011
12.524414,-102.296031,-12.645754
12.528827,-102.240223,-12.642501
12.530000,-102.225400,-12.641637
12.531173,-102.210578,-12.640774
12.532345,-102.195756,-12.639910
12.533518,-102.180936,-12.639047
12.540000,-102.099020,-12.634279
12.546482,-102.017136,-12.629516
12.550000,-101.972714,-12.626935
12.553518,-101.928302,-12.624355
12.557035,-101.883899,-12.621776
12.560000,-101.846482,-12.619605
12.562965,-101.809071,-12.617435
12.565929,-101.771668,-12.615266
12.568894,-101.734270,-12.613098
12.570000,-101.720322,-12.612290
12.571106,-101.706375,-12.611482
12.572212,-101.692429,-12.610675
12.573318,-101.678484,-12.609867
12.574423,-101.664540,-12.609060
12.580000,-101.594236,-12.604992
12.585577,-101.523954,-12.600928
12.590000,-101.468222,-12.597708
12.594423,-101.412505,-12.594491
12.598847,-101.356801,-12.591276
12.600000,-101.342282,-12.590439
12.601153,-101.327763,-12.589601
12.602306,-101.313246,-12.588764
12.603460,-101.298729,-12.587927
12.610000,-101.216414,-12.583184
12.616540,-101.134129,-12.578447
12.620000,-101.090618,-12.575944
12.623460,-101.047115,-12.573442
12.626919,-101.003621,-12.570942
12.630000,-100.964895,-12.568717
12.633081,-100.926175,-12.566494
12.636162,-100.887462,-12.564272
12.639243,-100.848756,-12.562051
12.640000,-100.839244,-12.561506
12.640757,-100.829732,-12.560960
12.641514,-100.820220,-12.560415
12.642272,-100.810709,-12.559869
12.643029,-100.801199,-12.559324
12.650000,-100.713665,-12.554308
12.656971,-100.626165,-12.549299
12.660000,-100.588157,-12.547125
12.663029,-100.550156,-12.544952
12.666058,-100.512161,-12.542780
12.669087,-100.474173,-12.540610
12.670000,-100.462722,-12.539956
12.670913,-100.451272,-12.539302
12.671826,-100.439822,-12.538648
12.672739,-100.428373,-12.537995
12.680000,-100.337358,-12.532801
12.687261,-100.246381,-12.527615
12.690000,-100.212066,-12.525660
12.692739,-100.177756,-12.523707
12.695479,-100.143452,-12.521754
12.698218,-100.109153,-12.519803
12.700000,-100.086845,-12.518534
12.701782,-100.064539,-12.517265
12.703564,-100.042235,-12.515997
12.705346,-100.019934,-12.514730
12.710000,-99.961695,-12.511421
12.714654,-99.903472,-12.508116
12.719308,-99.845264,-12.504813
12.720000,-99.836616,-12.504323
12.720692,-99.827969,-12.503833
12.721383,-99.819322,-12.503342
12.722075,-99.810675,-12.502852
12.722766,-99.802028,-12.502362
12.729682,-99.715580,-12.497464
12.730000,-99.711609,-12.497239
12.730318,-99.707637,-12.497014
12.730636,-99.703665,-12.496789
12.730953,-99.699694,-12.496564
12.734132,-99.659982,-12.494316
12.737310,-99.620277,-12.492069
12.740000,-99.586672,-12.490168
12.742690,-99.553071,-12.488269
12.745381,-99.519476,-12.486370
12.748071,-99.485886,-12.484472
12.750000,-99.461805,-12.483112
12.751929,-99.437727,-12.481752
12.753858,-99.413652,-12.480393
12.755787,-99.389580,-12.479035
12.757716,-99.365510,-12.477677
12.760000,-99.337009,-12.476070
12.762284,-99.308513,-12.474463
12.764569,-99.280019,-12.472857
12.766853,-99.251530,-12.471252
12.769137,-99.223044,-12.469647
12.770000,-99.212284,-12.469041
12.770863,-99.201524,-12.468435
12.771726,-99.190765,-12.467829
12.772589,-99.180006,-12.467224
12.773452,-99.169248,-12.466618
12.780000,-99.087628,-12.462026
12.786548,-99.006039,-12.457441
12.790000,-98.963043,-12.455026
12.793452,-98.920056,-12.452612
12.796904,-98.877076,-12.450201
12.800000,-98.838528,-12.448039
12.803096,-98.799986,-12.445878
12.806193,-98.761452,-12.443719
12.809289,-98.722923,-12.441561
12.810000,-98.714082,-12.441066
12.810711,-98.705242,-12.440571
12.811421,-98.696401,-12.440076
12.812132,-98.687561,-12.439581
12.812842,-98.678722,-12.439086
12.819949,-98.590345,-12.434142
12.820000,-98.589707,-12.434106
12.820051,-98.589068,-12.434071
12.820103,-98.588430,-12.434035
12.820154,-98.587791,-12.433999
12.820205,-98.587153,-12.433964
12.820719,-98.580768,-12.433607
12.821232,-98.574384,-12.433250
12.821746,-98.567999,-12.432893
12.822259,-98.561615,-12.432536
12.827394,-98.497785,-12.428969
12.830000,-98.465400,-12.427161
12.832606,-98.433020,-12.425353
12.835212,-98.400645,-12.423546
12.837817,-98.368274,-12.421741
12.840000,-98.341163,-12.420230
12.842183,-98.314056,-12.418719
12.844365,-98.286952,-12.417209
12.850000,-98.216996,-12.413314
12.855635,-98.147061,-12.409423
12.860000,-98.092897,-12.406411
12.864365,-98.038746,-12.403403
12.868731,-97.984609,-12.400396
12.870000,-97.968867,-12.399523
12.871269,-97.953127,-12.398649
12.872539,-97.937388,-12.397776
12.873808,-97.921649,-12.396903
12.880000,-97.844906,-12.392648
12.886192,-97.768190,-12.388398
12.890000,-97.721014,-12.385786
12.893808,-97.673849,-12.383176
12.897617,-97.626693,-12.380569
12.900000,-97.597191,-12.378938
12.902383,-97.567692,-12.377308
12.904766,-97.538198,-12.375679
12.907149,-97.508707,-12.374050
12.910000,-97.473436,-12.372103
12.912851,-97.438170,-12.370158
12.915701,-97.402909,-12.368213
12.918552,-97.367654,-12.366269
12.920000,-97.349749,-12.365282
12.921448,-97.331844,-12.364296
12.922896,-97.313941,-12.363309
12.924344,-97.296040,-12.362323
12.925792,-97.278140,-12.361338
12.930000,-97.226130,-12.358475
12.934208,-97.174132,-12.355614
12.938416,-97.122146,-12.352756
12.940000,-97.102579,-12.351681
12.941584,-97.083014,-12.350606
12.943168,-97.063450,-12.349531
12.944752,-97.043888,-12.348457
12.946336,-97.024328,-12.347383
12.950000,-96.979096,-12.344900
12.953664,-96.933874,-12.342419
12.957327,-96.888660,-12.339940
12.960000,-96.855681,-12.338133
12.962673,-96.822706,-12.336326
12.965346,-96.789737,-12.334521
12.968018,-96.756772,-12.332716
12.970000,-96.732333,-12.331379
12.971982,-96.707898,-12.330042
12.973963,-96.683465,-12.328705
12.975945,-96.659035,-12.327370
12.977927,-96.634607,-12.326034
12.980000,-96.609053,-12.324638
12.982073,-96.583503,-12.323242
12.984146,-96.557955,-12.321847
12.986220,-96.532410,-12.320452
12.988293,-96.506868,-12.319058
12.990000,-96.485841,-12.317911
12.991707,-96.464815,-12.316764
12.993414,-96.443791,-12.315617
12.995121,-96.422769,-12.314471
12.996828,-96.401749,-12.313325
13.000000,-96.362695,-12.311197
13.003172,-96.323648,-12.309070
13.006344,-96.284607,-12.306944
13.009516,-96.245574,-12.304820
13.010000,-96.239617,-12.304496
13.010484,-96.233660,-12.304172
13.010968,-96.227703,-12.303848
13.011452,-96.221747,-12.303524
13.011936,-96.215790,-12.303200
13.016778,-96.156236,-12.299962
13.020000,-96.116605,-12.297808
13.023222,-96.076981,-12.295656
13.026445,-96.037365,-12.293505
13.029667,-95.997755,-12.291356
13.030000,-95.993660,-12.291134
13.030333,-95.989566,-12.290912
13.030666,-95.985472,-12.290690
13.030999,-95.981378,-12.290468
13.031332,-95.977285,-12.290246
13.034663,-95.936350,-12.288026
13.037994,-95.895423,-12.285808
13.040000,-95.870782,-12.284473
13.042006,-95.846145,-12.283138
13.044011,-95.821510,-12.281804
13.046017,-95.796878,-12.280471
13.050000,-95.747971,-12.277825
13.053983,-95.699075,-12.275181
13.057966,-95.650190,-12.272539
13.060000,-95.625226,-12.271190
13.062034,-95.600265,-12.269842
13.064068,-95.575307,-12.268494
13.066103,-95.550351,-12.267147
13.068137,-95.525399,-12.265801
13.070000,-95.502547,-12.264568
13.071863,-95.479698,-12.263336
13.073726,-95.456851,-12.262104
13.075589,-95.434006,-12.260873
13.077453,-95.411163,-12.259642
13.080000,-95.379935,-12.257960
13.082547,-95.348710,-12.256278
13.085095,-95.317490,-12.254598
13.087642,-95.286274,-12.252918
13.090000,-95.257388,-12.251364
13.092358,-95.228506,-12.249811
13.094715,-95.199627,-12.248259
13.097073,-95.170753,-12.246707
13.099430,-95.141882,-12.245156
13.100000,-95.134907,-12.244781
13.100570,-95.127933,-12.244407
13.101139,-95.120959,-12.244032
13.101709,-95.113985,-12.243658
13.102278,-95.107011,-12.243284
13.107974,-95.037287,-12.239543
13.110000,-95.012492,-12.238213
13.112026,-94.987701,-12.236884
13.114052,-94.962912,-12.235556
13.116078,-94.938126,-12.234228
13.120000,-94.890143,-12.231659
13.123922,-94.842170,-12.229091
13.127845,-94.794208,-12.226526
13.130000,-94.767859,-12.225117
13.132155,-94.741513,-12.223709
13.134310,-94.715171,-12.222302
13.136465,-94.688831,-12.220895
13.140000,-94.645640,-12.218589
13.143535,-94.602458,-12.216284
13.147069,-94.559283,-12.213982
13.150000,-94.523487,-12.212073
13.152931,-94.487697,-12.210166
13.155862,-94.451911,-12.208260
13.158793,-94.416132,-12.206355
13.160000,-94.401399,-12.205571
13.161207,-94.386667,-12.204786
13.162414,-94.371936,-12.204003
13.163621,-94.357206,-12.203219
13.164828,-94.342477,-12.202436
13.170000,-94.279376,-12.199081
13.175172,-94.216292,-12.195729
13.180000,-94.157417,-12.192604
13.184828,-94.098558,-12.189481
13.189656,-94.039713,-12.186361
13.190000,-94.035524,-12.186139
13.190344,-94.031334,-12.185917
13.190688,-94.027145,-12.185695
13.191031,-94.022955,-12.185473
13.191375,-94.018766,-12.185251
13.194813,-93.976877,-12.183033
13.198251,-93.934996,-12.180815
13.200000,-93.913695,-12.179688
13.201749,-93.892395,-12.178561
13.203498,-93.871098,-12.177434
13.205247,-93.849802,-12.176308
13.210000,-93.791930,-12.173249
13.214753,-93.734072,-12.170193
13.219507,-93.676228,-12.167140
13.220000,-93.670229,-12.166823
13.220493,-93.664231,-12.166507
13.220986,-93.658232,-12.166190
13.221479,-93.652234,-12.165874
13.221972,-93.646236,-12.165557
13.226902,-93.586264,-12.162395
13.230000,-93.548593,-12.160410
13.233098,-93.510929,-12.158426
13.236195,-93.473271,-12.156443
13.239293,-93.435619,-12.154462
13.240000,-93.427021,-12.154009
13.240707,-93.418423,-12.153557
13.241415,-93.409826,-12.153105
13.242122,-93.401228,-12.152653
13.242830,-93.392631,-12.152201
13.249904,-93.306679,-12.147683
13.250000,-93.305513,-12.147621
13.250096,-93.304347,-12.147560
13.250192,-93.303181,-12.147499
13.250288,-93.302015,-12.147438
13.251248,-93.290354,-12.146825
13.252208,-93.278693,-12.146213
13.253168,-93.267034,-12.145600
13.254128,-93.255374,-12.144988
13.260000,-93.184069,-12.141246
13.265872,-93.112785,-12.137508
13.270000,-93.062688,-12.134884
13.274128,-93.012602,-12.132261
13.278256,-92.962526,-12.129640
13.280000,-92.941371,-12.128533
13.281744,-92.920218,-12.127427
13.283488,-92.899066,-12.126321
13.285233,-92.877916,-12.125216
13.286977,-92.856769,-12.124111
13.290000,-92.820117,-12.122196
13.293023,-92.783472,-12.120282
13.296047,-92.746832,-12.118370
13.299070,-92.710198,-12.116459
13.300000,-92.698927,-12.115871
13.300930,-92.687657,-12.115283
13.301860,-92.676387,-12.114696
13.302791,-92.665118,-12.114108
13.303721,-92.653849,-12.113521
13.310000,-92.577800,-12.109558
13.316279,-92.501776,-12.105601
13.320000,-92.456736,-12.103259
13.323721,-92.411705,-12.100917
13.327442,-92.366682,-12.098578
13.330000,-92.335735,-12.096971
13.332558,-92.304792,-12.095365
13.335116,-92.273853,-12.093759
13.337674,-92.242918,-12.092154
13.340000,-92.214796,-12.090696
13.342326,-92.186678,-12.089238
13.344651,-92.158564,-12.087781
13.346977,-92.130453,-12.086325
13.349303,-92.102345,-12.084869
13.350000,-92.093921,-12.084433
13.350697,-92.085497,-12.083997
13.351394,-92.077073,-12.083561
13.352091,-92.068650,-12.083125
13.352788,-92.060227,-12.082689
13.359759,-91.976013,-12.078333
13.360000,-91.973108,-12.078183
13.360241,-91.970202,-12.078033
13.360481,-91.967296,-12.077883
13.360722,-91.964391,-12.077732
13.360962,-91.961485,-12.077582
13.363368,-91.932432,-12.076081
13.365774,-91.903382,-12.074580
13.368179,-91.874336,-12.073080
13.370000,-91.852357,-12.071945
13.371821,-91.830380,-12.070811
13.373641,-91.808405,-12.069677
13.375462,-91.786432,-12.068543
13.380000,-91.731669,-12.065720
13.384538,-91.676918,-12.062900
13.389076,-91.622181,-12.060083
13.390000,-91.611043,-12.059509
13.390924,-91.599905,-12.058936
13.391847,-91.588768,-12.058363
13.392771,-91.577631,-12.057791
13.393694,-91.566495,-12.057218
13.400000,-91.490479,-12.053311
13.406306,-91.414487,-12.049408
13.410000,-91.369976,-12.047124
13.413694,-91.325474,-12.044842
13.417389,-91.280981,-12.042561
13.420000,-91.249536,-12.040950
13.422611,-91.218095,-12.039340
13.425223,-91.186659,-12.037730
13.427834,-91.155227,-12.036121
13.430000,-91.129157,-12.034788
13.432166,-91.103091,-12.033455
13.434332,-91.077028,-12.032122
13.436498,-91.050967,-12.030790
13.438664,-91.024910,-12.029459
13.440000,-91.008840,-12.028638
13.441336,-90.992772,-12.027817
13.442672,-90.976705,-12.026997
13.444008,-90.960639,-12.026177
13.445343,-90.944574,-12.025357
13.450000,-90.888585,-12.022500
13.454657,-90.832608,-12.019646
13.459313,-90.776645,-12.016795
13.460000,-90.768390,-12.016375
13.460687,-90.760135,-12.015954
13.461374,-90.751881,-12.015534
13.462061,-90.743626,-12.015114
13.462748,-90.735372,-12.014693
13.469618,-90.652847,-12.010495
13.470000,-90.648257,-12.010261
13.470382,-90.643667,-12.010028
13.470764,-90.639077,-12.009794
13.471147,-90.634487,-12.009561
13.471529,-90.629897,-12.009328
13.475351,-90.584002,-12.006995
13.479173,-90.538116,-12.004664
13.480000,-90.528185,-12.004160
13.480827,-90.518254,-12.003656
13.481655,-90.508323,-12.003151
13.482482,-90.498393,-12.002647
13.490000,-90.408174,-11.998071
13.497518,-90.317989,-11.993501
13.500000,-90.288223,-11.991993
13.502482,-90.258462,-11.990487
13.504964,-90.228704,-11.988981
13.507446,-90.198950,-11.987476
13.510000,-90.168334,-11.985928
13.512554,-90.137722,-11.984381
13.515108,-90.107114,-11.982835
13.517662,-90.076510,-11.981289
13.520000,-90.048505,-11.979875
13.522338,-90.020503,-11.978462
13.524675,-89.992505,-11.977049
13.527013,-89.964510,-11.975637
13.529350,-89.936518,-11.974226
13.530000,-89.928736,-11.973834
13.530650,-89.920955,-11.973442
13.531300,-89.913174,-11.973050
13.531950,-89.905393,-11.972658
13.532600,-89.897612,-11.972265
13.539098,-89.819820,-11.968348
13.540000,-89.809028,-11.967805
13.540902,-89.798237,-11.967262
13.541803,-89.787446,-11.966719
13.542705,-89.776655,-11.966176
13.543607,-89.765865,-11.965633
13.550000,-89.689380,-11.961787
13.556393,-89.612920,-11.957947
13.560000,-89.569792,-11.955782
13.563607,-89.526673,-11.953619
13.567214,-89.483561,-11.951457
13.570000,-89.450265,-11.949789
13.572786,-89.416973,-11.948121
13.575572,-89.383686,-11.946454
13.578358,-89.350404,-11.944788
13.580000,-89.330797,-11.943807
13.581642,-89.311190,-11.942826
13.583283,-89.291586,-11.941846
13.584925,-89.271983,-11.940866
13.586566,-89.252382,-11.939886
13.590000,-89.211388,-11.937837
13.593434,-89.170402,-11.935790
13.596867,-89.129423,-11.933745
13.600000,-89.092040,-11.931879
13.603133,-89.054662,-11.930015
13.606266,-89.017291,-11.928152
13.609398,-88.979925,-11.926291
13.610000,-88.972751,-11.925933
13.610602,-88.965576,-11.925576
13.611203,-88.958402,-11.925218
13.611805,-88.951228,-11.924861
13.612406,-88.944054,-11.924504
13.618422,-88.872327,-11.920934
13.620000,-88.853521,-11.919999
13.621578,-88.834717,-11.919064
13.623155,-88.815914,-11.918129
13.624733,-88.797113,-11.917194
13.630000,-88.734351,-11.914076
13.635267,-88.671604,-11.910961
13.640000,-88.615239,-11.908165
13.644733,-88.558888,-11.905372
13.649465,-88.502549,-11.902581
13.650000,-88.496187,-11.902266
13.650535,-88.489826,-11.901951
13.651069,-88.483464,-11.901636
13.651604,-88.477102,-11.901321
13.652138,-88.470741,-11.901006
13.657483,-88.407137,-11.897860
13.660000,-88.377194,-11.896380
13.662517,-88.347255,-11.894901
13.665034,-88.317319,-11.893422
13.667551,-88.287387,-11.891944
13.670000,-88.258260,-11.890506
13.672449,-88.229136,-11.889069
13.674899,-88.200017,-11.887633
13.677348,-88.170900,-11.886197
13.680000,-88.139384,-11.884644
13.682652,-88.107872,-11.883092
13.685303,-88.076364,-11.881540
13.687955,-88.044860,-11.879989
13.690000,-88.020567,-11.878793
13.692045,-87.996276,-11.877598
13.694090,-87.971988,-11.876404
13.696135,-87.947703,-11.875210
13.698180,-87.923420,-11.874016
13.700000,-87.901808,-11.872954
13.701820,-87.880198,-11.871893
13.703640,-87.858591,-11.870832
13.705460,-87.836985,-11.869771
13.707281,-87.815381,-11.868711
13.710000,-87.783108,-11.867127
13.712719,-87.750839,-11.865544
13.715439,-87.718574,-11.863962
13.718158,-87.686313,-11.862381
13.720000,-87.664465,-11.861311
13.721842,-87.642620,-11.860241
13.723684,-87.620776,-11.859171
13.725526,-87.598934,-11.858102
13.727367,-87.577094,-11.857033
13.730000,-87.545881,-11.855507
13.732633,-87.514673,-11.853980
13.735265,-87.483469,-11.852455
13.737898,-87.452269,-11.850930
13.740000,-87.427355,-11.849714
13.742102,-87.402445,-11.848497
13.744205,-87.377536,-11.847281
13.746307,-87.352631,-11.846066
13.748409,-87.327728,-11.844851
13.750000,-87.308887,-11.843932
13.751591,-87.290048,-11.843013
13.753181,-87.271210,-11.842095
13.754772,-87.252373,-11.841177
13.756363,-87.233538,-11.840259
13.760000,-87.190477,-11.838162
13.763637,-87.147423,-11.836066
13.767274,-87.104376,-11.833972
13.770000,-87.072124,-11.832403
13.772726,-87.039876,-11.830836
13.775451,-87.007632,-11.829269
13.778177,-86.975393,-11.827703
13.780000,-86.953829,-11.826656
13.781823,-86.932266,-11.825609
13.783647,-86.910706,-11.824563
13.785470,-86.889147,-11.823517
13.787293,-86.867590,-11.822471
13.790000,-86.835591,-11.820920
13.792707,-86.803595,-11.819369
13.795414,-86.771604,-11.817819
13.798121,-86.739617,-11.816270
13.800000,-86.717410,-11.815195
13.801879,-86.695205,-11.814121
13.803759,-86.673003,-11.813046
13.805638,-86.650802,-11.811972
13.807518,-86.628603,-11.810899
13.810000,-86.599287,-11.809482
13.812482,-86.569974,-11.808065
13.814965,-86.540665,-11.806650
13.817447,-86.511359,-11.805235
13.819929,-86.482057,-11.803820
13.820000,-86.481220,-11.803780
13.820071,-86.480384,-11.803739
13.820142,-86.479548,-11.803699
13.820213,-86.478712,-11.803659
13.820283,-86.477876,-11.803618
13.820992,-86.469515,-11.803215
13.821700,-86.461155,-11.802812
13.822408,-86.452794,-11.802408
13.823117,-86.444434,-11.802005
13.830000,-86.363211,-11.798089
13.836883,-86.282015,-11.794178
13.840000,-86.245259,-11.792410
13.843117,-86.208508,-11.790642
13.846233,-86.171763,-11.788875
13.849350,-86.135023,-11.787109
13.850000,-86.127363,-11.786741
13.850650,-86.119702,-11.786373
13.851300,-86.112042,-11.786005
13.851950,-86.104382,-11.785637
13.858449,-86.027796,-11.781961
13.860000,-86.009524,-11.781084
13.861551,-85.991253,-11.780208
13.863102,-85.972983,-11.779332
13.864653,-85.954714,-11.778456
13.870000,-85.891741,-11.775438
13.875347,-85.828784,-11.772424
13.880000,-85.774015,-11.769803
13.884653,-85.719258,-11.767185
13.889306,-85.664513,-11.764570
13.890000,-85.656345,-11.764180
13.890694,-85.648177,-11.763790
13.891389,-85.640010,-11.763400
13.892083,-85.631842,-11.763010
13.899026,-85.550184,-11.759113
13.900000,-85.538731,-11.758567
13.900974,-85.527279,-11.758021
13.901948,-85.515827,-11.757475
13.902922,-85.504376,-11.756929
13.910000,-85.421174,-11.752966
13.917078,-85.337999,-11.749008
13.920000,-85.303672,-11.747375
13.922922,-85.269350,-11.745744
13.925844,-85.235032,-11.744113
13.928766,-85.200719,-11.742484
13.930000,-85.186226,-11.741796
13.931234,-85.171734,-11.741108
13.932469,-85.157243,-11.740420
13.933703,-85.142753,-11.739733
13.940000,-85.068836,-11.736229
13.946297,-84.994941,-11.732729
13.950000,-84.951501,-11.730674
13.953703,-84.908069,-11.728619
13.957406,-84.864645,-11.726567
13.960000,-84.834222,-11.725129
13.962594,-84.803804,-11.723692
13.965189,-84.773389,-11.722257
13.967783,-84.742978,-11.720821
13.970000,-84.716999,-11.719596
13.972217,-84.691023,-11.718371
13.974433,-84.665049,-11.717146
13.976650,-84.639078,-11.715922
13.980000,-84.599831,-11.714073
13.983350,-84.560589,-11.712225
13.986700,-84.521354,-11.710379
13.990000,-84.482717,-11.708561
13.993300,-84.444087,-11.706745
13.996599,-84.405462,-11.704930
13.999899,-84.366843,-11.703116
14.000000,-84.365659,-11.703060
14.000101,-84.364476,-11.703005
14.000202,-84.363292,-11.702949
14.000303,-84.362109,-11.702894
14.000405,-84.360925,-11.702838
14.001416,-84.349091,-11.702282
14.002427,-84.337257,-11.701727
14.003438,-84.325423,-11.701172
14.004450,-84.313590,-11.700616
14.010000,-84.248656,-11.697570
14.015550,-84.183739,-11.694528
14.020000,-84.131708,-11.692091
14.024450,-84.079687,-11.689657
14.028899,-84.027678,-11.687224
14.030000,-84.014814,-11.686623
14.031101,-84.001951,-11.686022
14.032201,-83.989089,-11.685420
14.033302,-83.976228,-11.684819
14.034403,-83.963367,-11.684219
14.040000,-83.897975,-11.681165
14.045597,-83.832601,-11.678115
14.050000,-83.781191,-11.675718
14.054403,-83.729791,-11.673324
14.058805,-83.678403,-11.670931
14.060000,-83.664461,-11.670282
14.061195,-83.650520,-11.669633
14.062389,-83.636580,-11.668985
14.063584,-83.622641,-11.668337
14.064778,-83.608702,-11.667688
14.070000,-83.547785,-11.664857
14.075222,-83.486883,-11.662028
14.080000,-83.431164,-11.659442
14.084778,-83.375457,-11.656858
14.089557,-83.319762,-11.654277
14.090000,-83.314596,-11.654038
14.090443,-83.309431,-11.653799
14.090886,-83.304265,-11.653559
14.091330,-83.299100,-11.653320
14.091773,-83.293935,-11.653081
14.096205,-83.242289,-11.650690
14.100000,-83.198083,-11.648645
14.103795,-83.153885,-11.646601
14.107589,-83.109695,-11.644558
14.110000,-83.081623,-11.643262
14.112411,-83.053555,-11.641966
14.114822,-83.025489,-11.640670
14.117233,-82.997427,-11.639375
14.120000,-82.965218,-11.637890
14.122767,-82.933012,-11.636405
14.125535,-82.900811,-11.634921
14.128302,-82.868614,-11.633438
14.130000,-82.848866,-11.632528
14.131698,-82.829118,-11.631619
14.133395,-82.809373,-11.630710
14.135093,-82.789629,-11.629802
14.140000,-82.732567,-11.627177
14.144907,-82.675518,-11.624555
14.149814,-82.618482,-11.621936
14.150000,-82.616322,-11.621837
14.150186,-82.614162,-11.621738
14.150372,-82.612002,-11.621638
14.150558,-82.609842,-11.621539
14.152416,-82.588242,-11.620548
14.154275,-82.566644,-11.619557
